concept,color,concept_type,description,description_long,domain,drill_up,indicator_url,name,name_catalog,name_short,scales,source,source_long,source_url,tags
mean_years_in_school_women_25_years_and_older,,measure,"The average number of years of school attended by all people in the age and gender group specified, including primary, secondary and tertiary education.",,,,,Mean years in school (women 25 years and older),Women 25 years and older（ 1970 ~,Mean years in school,"[""linear"", ""log""]",,,http://www.healthmetricsandevaluation.org/resources/datasets/2010/education_attainment/education_attainment.html,mean_years_in_school
mean_years_in_school_women_35_to_44_years,,measure,"The average number of years of school attended by all people in the age and gender group specified, including primary, secondary and tertiary education.",,,,,Mean years in school (women 35 to 44 years),Women 35 to 44 years（ 1970 ~,Mean years in school,"[""linear"", ""log""]",,,http://ghdx.healthdata.org/record/global-educational-attainment-1970-2015,mean_years_in_school
mean_years_in_school_women_45_to_54_years,,measure,"The average number of years of school attended by all people in the age and gender group specified, including primary, secondary and tertiary education.",,,,,Mean years in school (women 45 to 54 years),Women 45 to 54 years（ 1970 ~,Mean years in school,"[""linear"", ""log""]",,,http://ghdx.healthdata.org/record/global-educational-attainment-1970-2015,mean_years_in_school
mean_years_in_school_women_55_to_64_years,,measure,"The average number of years of school attended by all people in the age and gender group specified, including primary, secondary and tertiary education.",,,,,Mean years in school (women 55 to 64 years),Women 55 to 64 years（ 1970 ~,Mean years in school,"[""linear"", ""log""]",,,http://ghdx.healthdata.org/record/global-educational-attainment-1970-2015,mean_years_in_school
mean_years_in_school_women_65_plus_years,,measure,"The average number of years of school attended by all people in the age and gender group specified, including primary, secondary and tertiary education.",,,,,Mean years in school (women 65 years and older),Women 65 years and older（ 1970 ~,Mean years in school,"[""linear"", ""log""]",,,http://ghdx.healthdata.org/record/global-educational-attainment-1970-2015,mean_years_in_school
mean_years_in_school_women_of_reproductive_age_15_to_44,,measure,"The average number of years of school attended by all people in the age and gender group specified, including primary, secondary and tertiary education.",,,,,Mean years in school (women of reproductive age 15 to 44),Women 15 to 44（ 1970 ~,Mean years in school,"[""linear"", ""log""]",,,http://www.healthmetricsandevaluation.org/resources/datasets/2010/education_attainment/education_attainment.html,mean_years_in_school
mean_years_in_school_women_percent_men_25_to_34_years,,measure,"The ratio of female to male number of years in school, among 25- to 34-year-olds, including primary, secondary and tertiary education.",,,,,"Gender ratio of mean years in school (women % men, 25 to 34 years)","Gender ratio of mean years in school (women % men, 25 to 34 years)（ 1970 ~",Gender ratio of mean years in school,"[""linear"", ""log""]",,,http://www.healthmetricsandevaluation.org/resources/datasets/2010/education_attainment/education_attainment.html,gender_equality
measles_deaths_in_children_1_59_months_per_1000_births,,measure,"Measles deaths in children 1-59 months (per 1,000 births)",,,,,"1-59 個月兒童麻疹死亡（‰, 每 1,000 出生人數）","麻疹死亡（‰, 每 1,000 出生人數）",1-59 個月兒童麻疹死亡,"[""log"", ""linear""]",,,http://www.lancet.org,causes_of_child_deaths
measles_deaths_in_children_1_59_months_total_deaths,,measure,Measles deaths in children 1-59 months (total deaths),,,,,1-59 個月兒童麻疹死亡（人數）,麻疹死亡（人數）（ 1990 ~,1-59 個月兒童麻疹死亡,"[""log"", ""linear""]",,,http://www.lancet.org,causes_of_child_deaths
median_age_years,,measure,The median age of total population (years).,,,,,所有人口的年齡中位數,年齡中位數,年齡中位數,"[""linear"", ""log""]",,,http://esa.un.org/peps/index.htm,population
medical_doctors_per_1000_people,,measure,Physicians include generalist and specialist medical practitioners.,,,,,Medical Doctors (per 1000 people),Medical Doctors ‰ people,Medical Doctors,"[""linear"", ""log""]",,,http://data.worldbank.org/indicator/SH.MED.PHYS.ZS,health_economics
meningitis_deaths_in_children_1_59_months_per_1000_births,,measure,"Meningitis deaths in children 1-59 months (per 1,000 births)",,,,,"1-59 個月兒童腦膜炎死亡（‰, 每 1,000 出生人數）","腦膜炎死亡（‰, 每 1,000 出生人數）",1-59 個月兒童腦膜炎死亡,"[""log"", ""linear""]",,,http://www.lancet.org,causes_of_child_deaths
meningitis_deaths_in_children_1_59_months_total_deaths,,measure,Meningitis deaths in children 1-59 months (total deaths),,,,,1-59 個月兒童腦膜炎死亡（人數）,腦膜炎死亡（人數）（ 1990 ~,1-59 個月兒童腦膜炎死亡,"[""log"", ""linear""]",,,http://www.lancet.org,causes_of_child_deaths
merchandise_trade_percent_of_gdp,,measure,"Merchandise trade as a share of GDP is the sum of merchandise exports and imports divided by the value of GDP, all in current U.S. dollars.",,,,,Merchandise trade (% of GDP),Merchandise trade,Merchandise trade,"[""linear"", ""log""]",,,http://data.worldbank.org/indicator/TG.VAL.TOTL.GD.ZS,debt_trade
military_expenditure_percent_of_gdp,,measure,"Military expenditures data from SIPRI are derived from the NATO definition, which includes all current and capital expenditures on the armed forces, including peacekeeping forces; defense ministries and other government agencies engaged in defense projects; paramilitary forces, if these are judged to be trained and equipped for military operations; and military space activities. Such expenditures include military and civil personnel, including retirement pensions of military personnel and social services for personnel; operation and maintenance; procurement; military research and development; and military aid (in the military expenditures of the donor country). Excluded are civil defense and current expenditures for previous military activities, such as for veterans' benefits, demobilization, conversion, and destruction of weapons. This definition cannot be applied for all countries, however, since that would require much more detailed information than is available about what is included in military budgets and off-budget military expenditure items. (For example, military budgets might or might not cover civil defense, reserves and auxiliary forces, police and paramilitary forces, dual-purpose forces such as military and civilian police, military grants in kind, pensions for military personnel, and social security contributions paid by one part of government to another.)",,,,,Military expenditure (% of GDP),Military expenditure,Military expenditure,"[""linear"", ""log""]",,,http://data.worldbank.org/indicator/MS.MIL.XPND.GD.ZS,war_peace
motorcycle_deaths_per_100000_people,,measure,"Mortality among drivers and passengers of 2-wheel motorized vehicles, per 100,000. Age adjusted (calculated as if all countries had the same age structure).",,,,,摩托車死亡（每 10 萬人）,摩托車死亡（每 10 萬人）（ 1990 ~,摩托車死亡,"[""linear"", ""log""]",,,www.who.int,injury_deaths_by_gender_age_road_user
multisector_cross_cutting_aid_given_percent_of_aid,,measure,Percentage of total allocable aid for official development assistance (ODA) given by the donor countries that has been used in multisector cross-cutting.,,,,,Multisector cross-cutting aid given (% of aid),Multisector cross-cutting aid given,Multisector cross-cutting aid given,"[""linear"", ""log""]",,,http://www.oecd.org/dac/stats/qwids,aid_given
municipal_water_withdrawal_cu_meters_per_person,,measure,"Volume of water withdrawal per person per year directly used by the population, counted in cubic meters. It includes renewable freshwater resources as well as potential over-abstraction of renewable groundwater or withdrawal of fossil groundwater and the potential use of desalinated water or treated wastewater. It is usually computed as the total water withdrawn by the public distribution network. It can include that part of the industries, which is connected to the municipal network. The ratio between the net consumption and the water withdrawn can vary from 5 to 15% in urban areas and from 10 to 50% in rural areas.",,,,,Municipal water withdrawal (cu meters per person),Municipal water withdrawal /person,Municipal water withdrawal,"[""linear"", ""log""]",,,http://www.fao.org/nr/water/aquastat/data/query/index.html,environment_water
municipal_water_withdrawal_percent_of_total,,measure,"Percentage of the total water withdrawal directly used by the population, including renewable freshwater resources as well as potential over-abstraction of renewable groundwater or withdrawal of fossil groundwater and the potential use of desalinated water or treated wastewater. It is usually computed as the total water withdrawn by the public distribution network. It can include that part of the industries, which is connected to the municipal network. The ratio between the net consumption and the water withdrawn can vary from 5 to 15% in urban areas and from 10 to 50% in rural areas.",,,,,Municipal water withdrawal (% of total),Municipal water withdrawal,Municipal water withdrawal,"[""linear"", ""log""]",,,http://www.fao.org/nr/water/aquastat/data/query/index.html,environment_water
murder_per_100000_people,,measure,"Mortality due to interpersonal violence, per 100 000 standard population, age adjusted. This rate is calculated as if all countries had the same age composition of the population.",,,,,Murders (per 100 000 people),Murders /100k people,Murders,"[""linear"", ""log""]",,,http://spreadsheets.google.com/pub?key=tZgPgT_sx3VdAuyDxEzenYA&gid=1,society
murder_total_deaths,,measure,Total number of estimated deaths from interpersonal violence,,,,,謀殺身亡,謀殺身亡（ 1964 ~,謀殺身亡,"[""linear"", ""log""]",,,http://www.who.int/healthinfo/global_burden_disease/2004_report_update/en/index.html,society
murdered_15_29_per_100000_people,,measure,"Mortality among persons aged 15-29 due to interpersonal violence, per 100,000 standard population, age adjusted",,,,,"謀殺身亡, 15-29 歲（每 10 萬人）","謀殺身亡, 15-29 歲（每 10 萬人）（ 1964 ~","謀殺身亡, 15-29 歲（每 10 萬人）","[""linear"", ""log""]",,,www.who.int,injury_deaths_by_gender_age_road_user
murdered_30_44_per_100000_people,,measure,"Mortality among persons aged 30-44 due to interpersonal violence, per 100,000 standard population, age adjusted",,,,,"謀殺身亡, 30-44 歲（每 10 萬人）","謀殺身亡, 30-44 歲（每 10 萬人）（ 1964 ~","謀殺身亡, 30-44 歲（每 10 萬人）","[""linear"", ""log""]",,,www.who.int,injury_deaths_by_gender_age_road_user
murdered_45_59_per_100000_people,,measure,"Mortality among persons aged 45-59 due to interpersonal violence, per 100,000 standard population, age adjusted",,,,,"謀殺身亡, 45-59 歲（每 10 萬人）","謀殺身亡, 45-59 歲（每 10 萬人）（ 1964 ~","謀殺身亡, 45-59 歲（每 10 萬人）","[""linear"", ""log""]",,,www.who.int,injury_deaths_by_gender_age_road_user
murdered_60plus_per_100000_people,,measure,"Mortality among persons aged 60+ due to interpersonal violence, per 100,000 standard population, age adjusted",,,,,"謀殺身亡, 60 歲以上（每 10 萬人）","謀殺身亡, 60 歲以上（每 10 萬人）","謀殺身亡, 60 歲以上（每 10 萬人）","[""linear"", ""log""]",,,www.who.int,injury_deaths_by_gender_age_road_user
murdered_children_0_14_per_100000_people,,measure,"Mortality among  children aged 0-14 years due to interpersonal violence, per 100,000 standard population, age adjusted",,,,,"謀殺身亡, 0-14 歲（每 10 萬人）","謀殺身亡, 0-14 歲（每 10 萬人）（ 1964 ~","謀殺身亡, 0-14 歲（每 10 萬人）","[""linear"", ""log""]",,,www.who.int,injury_deaths_by_gender_age_road_user
murdered_men_per_100000_people,,measure,"Mortality among men due to interpersonal violence, per 100,000 standard population, age adjusted. This rate is calculated as if all countries had the same age composition of the population.",,,,,"謀殺身亡, 男性（每 10 萬人）","謀殺身亡, 男性（每 10 萬人）","謀殺身亡, 男性（每 10 萬人）","[""linear"", ""log""]",,,http://www.who.int/violence_injury_prevention/en/,injury_deaths_by_gender_age_road_user
